ID OMM station;Date;Pression au niveau mer;Variation de pression en 3 heures;Type de tendance barométrique;Direction du vent moyen 10 mn;Vitesse du vent moyen 10 mn;Température;Point de rosée;Humidité;Visibilité horizontale;Temps présent;Temps passé 1;Temps passé 2;Nebulosité totale;Nébulosité  des nuages de l' étage inférieur;Hauteur de la base des nuages de l'étage inférieur;Type des nuages de l'étage inférieur;Type des nuages de l'étage moyen;Type des nuages de l'étage supérieur;Pression station;Niveau barométrique;Géopotentiel;Variation de pression en 24 heures;Température minimale sur 12 heures;Température minimale sur 24 heures;Température maximale sur 12 heures;Température maximale sur 24 heures;Température minimale du sol sur 12 heures;Méthode de mesure Température du thermomètre mouillé;Température du thermomètre mouillé;Rafale sur les 10 dernières minutes;Rafales sur une période;Periode de mesure de la rafale;Etat du sol;Hauteur totale de la couche de neige, glace, autre au sol;Hauteur de la neige fraîche;Periode de mesure de la neige fraiche;Précipitations dans la dernière heure;Précipitations dans les 3 dernières heures;Précipitations dans les 6 dernières heures;Précipitations dans les 12 dernières heures;Précipitations dans les 24 dernières heures;Phénomène spécial 1;Phénomène spécial 2;Phénomène spécial 3;Phénomène spécial 4;Nébulosité couche nuageuse 1;Type nuage 1;Hauteur de base 1;Nébulosité couche nuageuse 2;Type nuage 2;Hauteur de base 2;Nébulosité couche nuageuse 3;Type nuage 3;Hauteur de base 3;Nébulosité couche nuageuse 4;Type nuage 4;Hauteur de base 4;Coordonnees;Nom;Type de tendance barométrique;Temps passé 1;Temps présent;Température (°C);Température minimale sur 12 heures (°C);Température minimale sur 24 heures (°C);Température maximale sur 12 heures (°C);Température maximale sur 24 heures (°C);Température minimale du sol sur 12 heures (en °C);Latitude;Longitude;Altitude;communes (name);communes (code);EPCI (name);EPCI (code);department (name);department (code);region (name);region (code);mois_de_l_annee
89642;2010-01-05T16:00:00+01:00;100020;30.0;3;120;4.1;271.25;266.55;67;;;;;;;;;;;99480.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-66.663167,140.001;DUMONT D'URVILLE;3;;;-1.8999999999999773;;;;;;-66.663167;140.001;43;;;;;;;;;1
7020;2010-01-05T19:00:00+01:00;100020;-230.0;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;200;11.8;277.25;274.95;85;10000.0;Chute intermittente de flocons de neige, faible au moment de l’observation;Averse(s);7;100.0;8;800.0;37;61;60;99950.0;;;;274.75;;279.05;;;;;17.0;17.0;-10.0;;;;;3.0;3.0;;4.0;;1017.0;710.0;1117.0;;8.0;7;780.0;;;;;;;;;;49.725167,-1.939833;PTE DE LA HAGUE;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;Averse(s);Chute intermittente de flocons de neige, faible au moment de l’observation;4.100000000000023;1.6000000000000227;;5.900000000000034;;;49.725167;-1.939833;6;La Hague;50041;CA du Cotentin;200067205;Manche;50;Normandie;28;1
7761;2010-01-05T19:00:00+01:00;99490;-100.0;En baisse;60;1.5;285.05;284.15;94;10000.0;Pluie, sans congélation, intermittente, faible au moment de l’observation;Pluie;6;100.0;7;150.0;38;61;60;99380.0;;;;283.05;;285.35;;;;;;4.6;-10.0;;;;;3.0;7.0;;20.0;;710.0;1105.0;;;2.0;6;150.0;7.0;6;180.0;;;;;;;41.918,8.792667;AJACCIO;En baisse;Pluie;Pluie, sans congélation, intermittente, faible au moment de l’observation;11.900000000000034;9.900000000000034;;12.200000000000045;;;41.918;8.792667;5;Ajaccio;2a004;CA du Pays Ajaccien;242010056;Corse-du-Sud;2a;Corse;94;1
81405;2010-01-05T19:00:00+01:00;101040;;;100;6.2;302.45;297.15;73;10000.0;État du ciel inchangé dans l’ensemble;8;6;60.0;4;450.0;32;23;12;100950.0;;;;;;;;;;;;;;;;;;;0.2;4.0;;;;;;;;;;;;;;;;;;;4.822333,-52.365333;CAYENNE-MATOURY;;8;État du ciel inchangé dans l’ensemble;29.30000000000001;;;;;;4.822333;-52.365333;4;Matoury;97307;CA du Centre Littoral;249730045;Guyane;973;Guyane;3;1
7168;2010-01-05T22:00:00+01:00;100370;-60.0;8;320;2.1;265.75;263.85;85;;;;;;;;;;;98940.0;;;;;;;;;;;;3.1;-10.0;;;;;0.0;0.0;;;;710.0;1103.0;;;;;;;;;;;;;;;48.324667,4.02;TROYES-BARBEREY;8;;;-7.399999999999977;;;;;;48.324667;4.02;112;Barberey-Saint-Sulpice;10030;CA Troyes Champagne Métropole;200069250;Aube;10;Grand Est;44;1
7607;2010-01-05T22:00:00+01:00;100640;30.0;0;0;0.0;272.45;271.45;92;10000.0;;;;90.0;7;1250.0;35;61;60;99900.0;;;;;;;;;;;;1.5;-10.0;;;0.0;-30.0;0.0;0.0;;;;710.0;1102.0;3100.0;;7.0;6;1290.0;;;;;;;;;;43.909833,-0.500167;MONT-DE-MARSAN;0;;;-0.6999999999999886;;;;;;43.909833;-0.500167;59;Mont-de-Marsan;40192;CA Mont de Marsan Agglomération;244000808;Landes;40;Nouvelle-Aquitaine;75;1
7650;2010-01-05T22:00:00+01:00;100010;40.0;En hausse, puis stationnaire, ou en hausse, puis en hausse plus lente;350;2.1;276.65;275.35;91;9000.0;État du ciel inchangé dans l’ensemble;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;1;60.0;2;450.0;35;20;12;99620.0;;;;;;;;;;;;3.1;-10.0;;;0.0;-30.0;0.0;0.0;;;;710.0;1103.0;3100.0;;2.0;6;300.0;4.0;0;7500.0;;;;;;;43.437667,5.216;MARIGNANE;En hausse, puis stationnaire, ou en hausse, puis en hausse plus lente;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;État du ciel inchangé dans l’ensemble;3.5;;;;;;43.437667;5.216;9;Marignane;13054;Métropole d'Aix-Marseille-Provence;200054807;Bouches-du-Rhône;13;Provence-Alpes-Côte d'Azur;93;1
71805;2010-01-05T22:00:00+01:00;99230;170.0;1;230;7.2;275.15;275.15;100;10000.0;Dans l’ensemble, nuages se dissipant ou devenant moins épais;6;2;100.0;7;250.0;36;61;60;99140.0;;;;;;;;;;;;10.3;-10.0;;;0.0;-30.0;0.0;0.2;;;;710.0;1110.0;3100.0;;7.0;7;180.0;;;;;;;;;;46.766333,-56.179167;ST-PIERRE;1;6;Dans l’ensemble, nuages se dissipant ou devenant moins épais;2.0;;;;;;46.766333;-56.179167;21;;;;;;;;;1
7149;2010-01-06T01:00:00+01:00;100360;-100.0;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;230;1.0;268.75;268.05;94;6000.0;État du ciel inchangé dans l’ensemble;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;1;90.0;7;450.0;35;61;60;99220.0;;;;;;;;;;;;2.1;-10.0;;;0.0;-60.0;0.0;0.0;0.0;;;710.0;1102.0;3100.0;;7.0;6;420.0;;;;;;;;;;48.716833,2.384333;ORLY;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;État du ciel inchangé dans l’ensemble;-4.399999999999977;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;1
61972;2010-01-06T01:00:00+01:00;100960;;;150;5.1;299.75;;;;;;;;;;;;;;;;;;;;;;;;;10.3;-10.0;;;;;0.0;;0.0;;;710.0;1110.0;;;;;;;;;;;;;;;-22.344167,40.340667;EUROPA;;;;26.600000000000023;;;;;;-22.344167;40.340667;6;;;;;;;;;1
7280;2010-01-06T04:00:00+01:00;100320;30.0;2;180;2.1;270.45;269.35;91;5000.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;100.0;;450.0;;;;97500.0;;;;;;;;;;;;3.6;-10.0;12;0.01;;;0.0;0.0;;;;710.0;1104.0;;;;;;;;;;;;;;;47.267833,5.088333;DIJON-LONGVIC;2;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;-2.6999999999999886;;;;;;47.267833;5.088333;219;Ouges;21473;Dijon Métropole;242100410;Côte-d'Or;21;Bourgogne-Franche-Comté;27;1
7434;2010-01-06T04:00:00+01:00;100580;-10.0;6;220;3.6;266.95;266.45;96;7000.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;100.0;;150.0;;;;95560.0;;;;;;;;;;;;5.1;-10.0;;;;;0.0;0.0;;;;710.0;1105.0;;;;;;;;;;;;;;;45.861167,1.175;LIMOGES-BELLEGARDE;6;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;-6.199999999999989;;;;;;45.861167;1.175;402;Limoges;87085;CU Limoges Métropole;248719312;Haute-Vienne;87;Nouvelle-Aquitaine;75;1
61976;2010-01-06T04:00:00+01:00;100830;;;;;302.15;297.75;77;25000.0;État du ciel inchangé dans l’ensemble;1;1;10.0;1;450.0;31;20;12;;;;;;;;;;;;;;;;;;;0.0;0.0;;;;2418.0;;;;1.0;8;480.0;;;;;;;;;;-15.887667,54.520667;TROMELIN;;1;État du ciel inchangé dans l’ensemble;29.0;;;;;;-15.887667;54.520667;7;;;;;;;;;1
7020;2010-01-06T07:00:00+01:00;99630;-70.0;En baisse, puis stationnaire, ou en baisse, puis en baisse plus lente;10;6.7;274.65;273.95;95;10000.0;Pluie, sans congélation, continue, faible au moment de l’observation;Pluie;2;100.0;8;1250.0;35;20;10;99560.0;;;;274.15;;277.95;;;;;;10.8;-10.0;;;;;1.0;2.0;;12.0;16.0;710.0;1111.0;;;8.0;6;990.0;;;;;;;;;;49.725167,-1.939833;PTE DE LA HAGUE;En baisse, puis stationnaire, ou en baisse, puis en baisse plus lente;Pluie;Pluie, sans congélation, continue, faible au moment de l’observation;1.5;1.0;;4.800000000000011;;;49.725167;-1.939833;6;La Hague;50041;CA du Cotentin;200067205;Manche;50;Normandie;28;1
7117;2010-01-06T07:00:00+01:00;99800;-110.0;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;310;6.2;277.05;271.45;67;20000.0;Averse(s) de grésil ou neige roulée avec ou sans–pluie ou pluie et neige mêlées, faible(s);Averse(s);7;90.0;7;800.0;33;61;60;99090.0;;;;274.55;;277.35;;;;;;10.3;-10.0;;;;;0.0;0.0;;2.0;;710.0;1110.0;2438.0;;;;;;;;;;;;;;48.825833,-3.473167;PLOUMANAC'H;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;Averse(s);Averse(s) de grésil ou neige roulée avec ou sans–pluie ou pluie et neige mêlées, faible(s);3.900000000000034;1.400000000000034;;4.2000000000000455;;;48.825833;-3.473167;55;Perros-Guirec;22168;CA Lannion-Trégor Communauté;200065928;Côtes-d'Armor;22;Bretagne;53;1
7168;2010-01-06T07:00:00+01:00;100350;20.0;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;0;0.0;262.55;261.25;89;5000.0;État du ciel inchangé dans l’ensemble;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;1;40.0;3;450.0;35;20;10;98900.0;;;;261.15;;266.25;;259.15;;;;1.0;-10.0;4;0.0;0.0;-60.0;0.0;0.0;;0.0;0.0;710.0;1101.0;3100.0;;3.0;6;480.0;;;;;;;;;;48.324667,4.02;TROYES-BARBEREY;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;État du ciel inchangé dans l’ensemble;-10.599999999999966;-12.0;;-6.899999999999977;;-14.0;48.324667;4.02;112;Barberey-Saint-Sulpice;10030;CA Troyes Champagne Métropole;200069250;Aube;10;Grand Est;44;1
7690;2010-01-06T07:00:00+01:00;99740;0.0;En baisse, puis en hausse, la pression atmosphérique est la même ou plus basse que trois heures auparavant;330;4.6;276.65;272.45;74;20000.0;État du ciel inchangé dans l’ensemble;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;1;10.0;0;8000.0;30;20;11;99400.0;;;;276.65;;280.25;;275.15;;;;8.7;-10.0;0;0.0;;;0.0;0.0;;0.0;1.8;710.0;1109.0;;;1.0;0;6900.0;;;;;;;;;;43.648833,7.209;NICE;En baisse, puis en hausse, la pression atmosphérique est la même ou plus basse que trois heures auparavant;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;État du ciel inchangé dans l’ensemble;3.5;3.5;;7.100000000000023;;2.0;43.648833;7.209;2;Nice;6088;Métropole Nice Côte d'Azur;200030195;Alpes-Maritimes;6;Provence-Alpes-Côte d'Azur;93;1
61970;2010-01-06T07:00:00+01:00;100860;;;170;2.1;304.15;297.55;68;;;;;;;;;;;;;;;299.25;;;;;;;;4.1;-10.0;;;;;0.0;;;;0.0;710.0;1104.0;;;;;;;;;;;;;;;-17.054667,42.712;JUAN DE NOVA;;;;31.0;26.100000000000023;;;;;-17.054667;42.712;9;;;;;;;;;1
71805;2010-01-06T07:00:00+01:00;99410;20.0;3;210;7.2;274.95;274.95;100;8000.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;100.0;;150.0;;;;99320.0;;;;;274.65;;275.35;274.15;;;;10.8;-10.0;1;0.0;;;0.0;0.0;;0.2;0.8;710.0;1111.0;;;;;;;;;;;;;;;46.766333,-56.179167;ST-PIERRE;3;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;1.8000000000000114;;1.5;;2.2000000000000455;1.0;46.766333;-56.179167;21;;;;;;;;;1
7168;2010-01-06T10:00:00+01:00;100380;50.0;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;160;1.0;266.15;264.45;86;6000.0;État du ciel inchangé dans l’ensemble;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;1;90.0;7;800.0;35;61;60;98950.0;;;;;;;;;;;;2.1;-10.0;;;0.0;-30.0;0.0;0.0;;;;710.0;1102.0;3100.0;;7.0;6;690.0;;;;;;;;;;48.324667,4.02;TROYES-BARBEREY;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;État du ciel inchangé dans l’ensemble;-7.0;;;;;;48.324667;4.02;112;Barberey-Saint-Sulpice;10030;CA Troyes Champagne Métropole;200069250;Aube;10;Grand Est;44;1
7181;2010-01-06T10:00:00+01:00;100480;110.0;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;260;1.0;266.55;265.35;90;2500.0;Brume;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;2;100.0;8;250.0;35;61;60;96180.0;;;;;;;;;;;;2.1;-10.0;;;0.0;-30.0;0.0;0.0;;;;710.0;1102.0;3100.0;;5.0;7;240.0;8.0;6;480.0;;;;;;;48.581,5.959833;NANCY-OCHEY;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;Brume;-6.599999999999966;;;;;;48.581;5.959833;336;Thuilley-aux-Groseilles;54523;CC du Pays de Colombey et du Sud Toulois;245400510;Meurthe-et-Moselle;54;Grand Est;44;1
7222;2010-01-07T13:00:00+01:00;101160;140.0;En hausse, puis en baisse la pression atmosphérique est la même ou plus haute que trois heures auparavant;10;3.1;274.55;271.85;82;15000.0;Dans l’ensemble, nuages se dissipant ou devenant moins épais;Neige, ou pluie et neige mêlées;1;40.0;3;800.0;38;20;10;100830.0;;;;;;;;;;;;6.2;-10.0;;;;;0.0;0.0;0.0;;;710.0;1106.0;;;1.0;8;600.0;;;;;;;;;;47.15,-1.608833;NANTES-BOUGUENAIS;En hausse, puis en baisse la pression atmosphérique est la même ou plus haute que trois heures auparavant;Neige, ou pluie et neige mêlées;Dans l’ensemble, nuages se dissipant ou devenant moins épais;1.400000000000034;;;;;;47.15;-1.608833;26;Saint-Aignan-Grandlieu;44150;Nantes Métropole;244400404;Loire-Atlantique;44;Pays de la Loire;52;1
7335;2010-01-07T13:00:00+01:00;101010;140.0;En hausse, puis stationnaire, ou en hausse, puis en hausse plus lente;340;3.6;271.65;269.45;83;7000.0;État du ciel inchangé dans l’ensemble;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;1;100.0;8;450.0;35;61;60;99500.0;;;;;;;;;;;;5.7;-10.0;16;0.01;0.0;-60.0;0.0;0.0;0.0;;;710.0;1106.0;3100.0;;7.0;6;360.0;;;;;;;;;;46.593833,0.314333;POITIERS-BIARD;En hausse, puis stationnaire, ou en hausse, puis en hausse plus lente;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;État du ciel inchangé dans l’ensemble;-1.5;;;;;;46.593833;0.314333;123;Poitiers;86194;CU du Grand Poitiers;200069854;Vienne;86;Nouvelle-Aquitaine;75;1
7222;2010-01-07T16:00:00+01:00;101180;30.0;3;20;5.1;275.45;269.15;63;30000.0;État du ciel inchangé dans l’ensemble;1;1;40.0;3;1250.0;35;20;10;100860.0;;;;;;;;;;;;10.8;-10.0;;;;;0.0;0.0;;;;710.0;1111.0;;;3.0;6;1050.0;;;;;;;;;;47.15,-1.608833;NANTES-BOUGUENAIS;3;1;État du ciel inchangé dans l’ensemble;2.3000000000000114;;;;;;47.15;-1.608833;26;Saint-Aignan-Grandlieu;44150;Nantes Métropole;244400404;Loire-Atlantique;44;Pays de la Loire;52;1
7650;2010-01-07T16:00:00+01:00;100460;-180.0;En baisse, puis stationnaire, ou en baisse, puis en baisse plus lente;40;3.1;279.75;270.05;50;60000.0;État du ciel inchangé dans l’ensemble;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;1;90.0;1;1250.0;35;27;60;100070.0;;;;;;;;;;;;6.2;-10.0;;;;;0.0;0.0;;;;710.0;1106.0;;;1.0;6;1380.0;7.0;4;2400.0;;;;;;;43.437667,5.216;MARIGNANE;En baisse, puis stationnaire, ou en baisse, puis en baisse plus lente;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;État du ciel inchangé dans l’ensemble;6.600000000000023;;;;;;43.437667;5.216;9;Marignane;13054;Métropole d'Aix-Marseille-Provence;200054807;Bouches-du-Rhône;13;Provence-Alpes-Côte d'Azur;93;1
